P_NAME;P_PERIOD;S_TEMPERATURE;P_DISTANCE;P_PERIASTRON;P_APASTRON;P_DISTANCE_EFF;P_FLUX;P_TEMP_EQUIL;P_TYPE;S_RADIUS_EST;S_TYPE_TEMP;S_LUMINOSITY;P_HABZONE_OPT;P_HABZONE_CON;P_TYPE_TEMP;P_HABITABLE;P_RADIUS_EST;P_MASS_EST;P_SEMI_MAJOR_AXIS_EST
GJ 3998 b;26497700;37220000;29000000;29000000;29000000;29000001;49089690;67436105;Terran;49000000;M;41284429;0;0;Hot;0;13763357;24695236;29000000
GJ 536 b;87076000;36850000;66823152;61281200;71938800;66663407;93388622;44483179;Superterran;50000000;M;41302717;0;0;Hot;0;21721284;53585801;66610000
Kepler-695 b;30403304;51810000;38745074;38745074;38745074;38745075;27522634;10376895;Jovian;80000000;K;41316449;0;0;Hot;0;92146200;62311878;38745074
Kepler-974 b;41944965;36870000;40922663;40922663;40922663;40922664;24716867;56805877;Superterran;50000000;M;41392457;0;0;Hot;0;15694000;30860510;40922663
K2-165 b;23549920;51850000;32548317;32548317;32548317;32548318;39120698;11330434;Terran;80000000;K;41444191;0;0;Hot;0;12779400;21773119;32548317
K2-165 d;14101361;51850000;10732715;10732715;10732715;10732716;35978615;62395895;Neptunian;80000000;K;41444191;0;0;Hot;0;26455600;74891982;10732715
K2-165 c;43827450;51850000;49245481;49245481;49245481;49245482;17089561;92114422;Superterran;80000000;K;41444191;0;0;Hot;0;15581900;30487196;49245481
Kepler-211 c;60404500;51230000;62000000;62000000;62000000;62000002;10795193;82120675;Terran;82000000;K;41496720;0;0;Hot;0;12891500;22098374;62000000
Kepler-211 b;41385750;51230000;48000000;48000000;48000000;48000001;18010729;93331390;Terran;82000000;K;41496720;0;0;Hot;0;12555200;21128564;48000000
Kepler-137 c;18735753;51870000;13000000;13000000;13000000;13000000;24561049;56716136;Superterran;80000000;K;41508172;0;0;Hot;0;18832800;42056823;13000000
Kepler-137 b;84363870;51870000;77000000;77000000;77000000;77000002;70008724;73694139;Terran;80000000;K;41508172;0;0;Hot;0;14685100;27568324;77000000
Kepler-1480 b;22126799;51560000;14608141;14608141;14608141;14608141;19467960;53514937;Superterran;81000000;K;41544192;0;0;Hot;0;16702900;34303813;14608141
HD 114613 b;40000000;56410000;59000699;28942800;77857200;54907373;16390027;15522609;Jovian;21400000;G;41547088;0;0;Cold;0;13115594;11346460;53400000
Kepler-821 b;19227987;51910000;28546872;28546872;28546872;28546872;51092328;12112501;Terran;80000000;K;41636358;0;0;Hot;0;13115700;22754822;28546872
Kepler-250 d;17648312;51600000;12700000;12700000;12700000;12700000;25837474;57439073;Superterran;81000000;K;41673261;0;0;Hot;0;21747400;53695230;12700000
Kepler-250 c;71568040;51600000;69000000;69000000;69000000;69000002;87530480;77926422;Superterran;81000000;K;41673261;0;0;Hot;0;22756300;57992597;69000000
Kepler-250 b;41481410;51600000;48000000;48000000;48000000;48000001;18087353;93430498;Terran;81000000;K;41673261;0;0;Hot;0;11322100;15166428;48000000
WASP-93 b;27325321;67000000;42110000;42110000;42110000;42110001;23523641;17742755;Jovian;15200000;F;41713347;0;0;Hot;0;17902370;46720716;42110000
Kepler-607 b;63816320;51960000;13684338;13684338;13684338;13684339;22320175;17511337;Terran;80000000;K;41797008;0;0;Hot;0;87438000;60067123;13684338
Kepler-1413 b;13182964;51960000;10302549;10302549;10302549;10302550;39378193;63820302;Superterran;80000000;K;41797008;0;0;Hot;0;18160200;39538581;10302549
Kepler-1034 b;12124009;51980000;97043496;97043496;97043496;97043499;44450930;65783219;Superterran;80000000;K;41861397;0;0;Hot;0;22644200;57508411;97043496
K2-200 b;28498830;52330000;37401905;37401905;37401905;37401906;29974941;10600699;Terran;79000000;K;41932018;0;0;Hot;0;13676200;24430315;37401905
HATS-31 b;33779600;60500000;49097507;36662600;58937400;48130309;18891148;16622025;Jovian;18700000;F;41975256;0;0;Hot;0;18384400;27968864;47800000
Kepler-636 b;16080661;52030000;11808239;11808239;11808239;11808239;30137946;59692988;Neptunian;80000000;K;42022697;0;0;Hot;0;44503700;18110491;11808239
Kepler-1595 b;45638047;52030000;50794967;50794967;50794967;50794968;16287055;91013444;Terran;80000000;K;42022697;0;0;Hot;0;12331000;20491991;50794967
K2-260 b;26266657;63670000;40400000;40400000;40400000;40400001;25765509;18151169;Jovian;16900000;F;42053433;0;0;Hot;0;17397920;45131576;40400000
K2-250 b;40145700;51720000;45900000;45900000;45900000;45900001;19964911;95766090;Superterran;81000000;K;42062274;0;0;Hot;0;24437800;65454121;45900000
Kepler-1219 b;16104677;59440000;13441495;13441495;13441495;13441496;23297651;99534340;Superterran;19400000;G;42092751;0;0;Hot;0;21186900;51366839;13441495
Kepler-217 c;85860040;61710000;89000000;89000000;89000000;89000002;53146642;12232462;Superterran;18000000;F;42097455;0;0;Hot;0;18496500;40789714;89000000
Kepler-217 b;53749430;61710000;65000000;65000000;65000000;65000002;99638947;14313709;Superterran;18000000;F;42097455;0;0;Hot;0;22307900;56065874;65000000
Kepler-995 b;28267317;52060000;17063128;17063128;17063128;17063129;14466650;49686328;Neptunian;80000000;K;42119701;0;0;Hot;0;27016100;77605729;17063128
Kepler-166 c;34260281;54130000;19500000;19500000;19500000;19500000;11077327;46478666;Superterran;74000000;G;42121535;0;0;Hot;0;23765200;62425017;19500000
Kepler-166 b;76502540;54130000;72000000;72000000;72000000;72000002;81252962;76490009;Superterran;74000000;G;42121535;0;0;Hot;0;22756300;57992597;72000000
WASP-6 b;33610100;54500000;36015229;34171753;37768779;35981521;32596925;10820199;Jovian;73000000;G;42123105;0;0;Hot;0;11546300;11759636;35970266
Kepler-397 c;13549853;53070000;48000000;48000000;48000000;48000001;18288748;29627220;Jovian;77000000;G;42137275;0;0;Hot;0;61767100;31595839;48000000
Kepler-397 b;22250949;53070000;14400000;14400000;14400000;14400000;20320831;54091656;Superterran;77000000;G;42137275;0;0;Hot;0;24549900;65964694;14400000
Kepler-477 b;11119907;52400000;93057219;93057219;93057219;93057221;48681936;67295631;Superterran;79000000;K;42156833;0;0;Hot;0;20738500;49534779;93057219
Kepler-790 b;13734698;52080000;10588036;10588036;10588036;10588036;37628917;63099416;Superterran;80000000;K;42184463;0;0;Hot;0;21747400;53695230;10588036
Kepler-478 b;13221758;52100000;10363553;10363553;10363553;10363553;39337086;63803640;Neptunian;80000000;K;42249300;0;0;Hot;0;27128200;78153238;10363553
LHS 1140 c;37779310;32160000;28035337;18457500;35042500;27081952;62127465;39473241;Terran;21000000;M;42266024;0;0;Hot;0;12779400;18084413;26750000
Kepler-1263 b;45513997;52130000;50702880;50702880;50702880;50702881;16472301;91271140;Terran;80000000;K;42346695;0;0;Hot;0;11434200;15711567;50702880
K2-31 b;12578500;52800000;22000000;22000000;22000000;22000001;87532268;13857566;Jovian;78000000;G;42365618;0;0;Hot;0;11882600;56382688;22000000
Kepler-1291 b;86304328;52160000;77676748;77676748;77676748;77676750;70345591;73782630;Superterran;80000000;K;42444259;0;0;Hot;0;16590800;33913851;77676748
K2-252 b;13815130;51520000;10410000;10410000;10410000;10410000;39166820;63734486;Superterran;82000000;K;42444338;0;0;Hot;0;17375500;36681895;10410000
Kepler-1651 b;98786392;37130000;73051610;63022361;81856630;72593391;81823634;42951515;Superterran;50000000;M;42572431;0;0;Hot;0;18384400;40370889;72439496
Kepler-1301 b;90823705;51880000;80682994;80682994;80682994;80682996;65417590;72455031;Terran;81000000;K;42585187;0;0;Hot;0;14012500;25458987;80682994
Kepler-1168 b;55822654;51570000;27282844;27282844;27282844;27282845;57243422;39407266;Superterran;82000000;K;42609347;0;0;Hot;0;24998300;68023267;27282844
Kepler-711 b;23589144;52220000;15184860;15184860;15184860;15184860;18492453;52831573;Neptunian;80000000;K;42639891;0;0;Hot;0;34078400;11511377;15184860
Ross 128 b;98658000;32310000;49933709;43846400;55353600;49683801;17454503;29209208;Terran;20900001;M;42650986;0;0;Hot;0;11068671;13984432;49600000
Kepler-691 b;81143790;37150000;63939863;63939863;63939863;63939865;10435674;45790464;Superterran;50000000;M;42664232;0;0;Hot;0;20850600;49990230;63939863
K2-71 b;69854100;40060000;55900000;55900000;55900000;55900001;13653554;48972958;Superterran;43000000;K;42664763;0;0;Hot;0;21523200;52758784;55900000
Kepler-1089 b;51324856;37530000;46816164;46816164;46816164;46816165;19471679;53517493;Superterran;49000000;M;42677116;0;0;Hot;0;18272300;39953845;46816164
HD 120084 b;20820000;48920000;52365400;14620000;71380000;45768371;30725128;30438148;Jovian;91200000;G;42679971;0;0;Hot;0;12885055;14302260;43000000
Kepler-233 c;60418955;53600000;28700000;28700000;28700000;28700001;51857455;38445694;Neptunian;76000000;G;42714467;0;0;Hot;0;27128200;78153238;28700000
Kepler-233 b;84723820;53600000;77000000;77000000;77000000;77000002;72043290;74223819;Superterran;76000000;G;42714467;0;0;Hot;0;24325700;64945178;77000000
GJ 3138 d;25780000;37170000;73373760;47464000;92136000;70725002;92628927;13775525;Neptunian;50000000;M;42756180;0;0;Cold;0;32283528;10501037;69800000
GJ 3138 c;59740000;37170000;57344850;50730000;63270000;57086559;13240144;48487267;Terran;50000000;M;42756180;0;0;Hot;0;18763492;41794382;57000000
GJ 3138 b;12200300;37170000;20055585;15957000;23443000;19789969;11221488;82351608;Terran;50000000;M;42756180;0;0;Hot;0;11839043;17798368;19700000
Kepler-1020 b;96915150;52270000;39410364;39410364;39410364;39410365;27558637;32825348;Superterran;80000000;K;42803435;0;0;Hot;0;22756300;57992597;39410364
HD 169830 c;21020000;62990000;37960200;24120000;47880000;36508520;35069913;19189936;Jovian;17440700;F;42904507;0;0;Cold;0;12946334;12840251;36000000
HD 169830 b;22562000;62990000;84892050;55890000;10611000;82005162;68781665;40490212;Jovian;17440700;F;42904507;0;0;Hot;0;13140574;91534465;81000000
Kepler-263 c;47332773;52650000;24200000;24200000;24200000;24200001;73367817;41929657;Superterran;79000000;K;42967129;0;0;Hot;0;24662000;66476898;24200000
Kepler-263 b;16568087;52650000;12000000;12000000;12000000;12000000;29838284;59544050;Neptunian;79000000;K;42967129;0;0;Hot;0;26679800;75972714;12000000
WASP-144 b;22783152;52000000;31600000;31600000;31600000;31600001;43042540;11604312;Jovian;81000000;K;42980559;0;0;Hot;0;95285000;13984432;31600000
Kepler-1309 b;28843265;52350000;17431931;17431931;17431931;17431931;14172432;49431752;Superterran;80000000;K;43066082;0;0;Hot;0;23653100;61925912;17431931
Kepler-7 b;48854892;59330000;60670000;60670000;60670000;60670002;11704975;14901759;Jovian;19700000;G;43084246;0;0;Hot;0;18182620;14016215;60670000
HATS-44 b;27439004;50800000;37910209;26309290;46670710;36854471;33715586;10753384;Jovian;85000000;K;43110330;0;0;Hot;0;11961070;17798368;36490000
K2-257 b;16058800;37250000;21600000;21600000;21600000;21600001;92432832;78995340;Terran;50000000;M;43125462;0;0;Hot;0;82954000;49738312;21600000
HD 33283 b;18199100;59350000;16280376;90630800;21096920;15397064;20689749;93573303;Jovian;19700000;G;43142369;0;0;Hot;0;12499561;10456541;15080000
HD 192310 b;74720000;51660000;32270400;27840000;36160000;32067983;42500813;36463479;Neptunian;82232765;K;43151514;0;0;Hot;0;42739391;16908450;32000000
Kepler-1222 b;19169443;52390000;28488897;28488897;28488897;28488897;53224422;12236935;Subterran;80000000;K;43197858;0;0;Hot;0;78470000;40755892;28488897
Kepler-185 b;16329000;52080000;26000000;26000000;26000000;26000001;63972878;12812795;Terran;81000000;K;43245666;0;0;Hot;0;11658400;16844027;26000000
Kepler-185 c;20729042;52080000;13900000;13900000;13900000;13900000;22382726;55414466;Superterran;81000000;K;43245666;0;0;Hot;0;20178000;47283306;13900000
Kepler-231 c;19271566;37670000;11400000;11400000;11400000;11400000;33331402;34423760;Superterran;49000000;M;43317490;0;0;Hot;0;19281200;43771005;11400000
Kepler-231 b;10065275;37670000;74000000;74000000;74000000;74000002;79104256;42726259;Superterran;49000000;M;43317490;0;0;Hot;0;17263400;36281006;74000000
Kepler-1179 b;26850575;52120000;35664683;35664683;35664683;35664684;34103549;10948252;Terran;81000000;K;43378678;0;0;Hot;0;13227800;23086002;35664683
Kepler-1071 b;61799844;52150000;62661477;62661477;62661477;62661478;11073239;82644429;Superterran;81000000;K;43478638;0;0;Hot;0;23765200;62425017;62661477
WASP-79 b;36623800;66000000;52375780;52375780;52375780;52375781;15865120;16078878;Jovian;16000000;F;43521550;0;0;Hot;0;18720700;27015380;52375780
Kepler-756 b;12248663;52820000;20965567;20965567;20965567;20965568;99020058;14291431;Terran;79000000;K;43524763;0;0;Hot;0;11210000;14635061;20965567
Kepler-191 c;17738506;52820000;12800000;12800000;12800000;12800000;26565407;57839433;Superterran;79000000;K;43524763;0;0;Hot;0;18608600;41210313;12800000
Kepler-191 b;99396320;52820000;87000000;87000000;87000000;87000002;57503981;70156738;Terran;79000000;K;43524763;0;0;Hot;0;13452000;23754251;87000000
Kepler-736 b;36014720;52170000;43718212;43718212;43718212;43718214;22783332;98980403;Neptunian;81000000;K;43545375;0;0;Hot;0;29258100;88854055;43718212
Kepler-1487 b;73194636;65410000;82121226;82121226;82121226;82121228;64614443;12844799;Superterran;16300000;F;43575307;0;0;Hot;0;21299000;51829123;82121226
Kepler-737 b;28599154;38130000;14619586;14619586;14619586;14619587;20415884;30453482;Superterran;48000000;M;43635338;0;0;Hot;0;19617500;45075054;14619586
K2-192 b;41628170;52220000;49000000;49000000;49000000;49000001;18205977;93583311;Superterran;81000000;K;43712551;0;0;Hot;0;15245600;29378483;49000000
WASP-118 b;40460435;64100000;54530000;54530000;54530000;54530001;14701025;15775452;Jovian;17000000;F;43713805;0;0;Hot;0;16142400;16336359;54530000
HD 25015 b;60193200;51600000;66607495;37759000;86041000;63140221;12401951;82461793;Jovian;83000000;K;43756607;0;0;Cold;0;12887580;14238695;61900000
HD 102329 c;11230000;47450000;31865023;24666504;37701395;31356713;46056704;37012104;Jovian;98200000;K;43798223;0;0;Hot;0;13515325;48309856;31183950
HD 102329 b;77809998;47450000;18499105;14299000;21901000;18201253;13673922;48580098;Jovian;98200000;K;43798223;0;0;Hot;0;12552009;25934765;18100000
HAT-P-6 b;38529800;65700000;58388197;58388197;58388197;58388199;12850796;15253778;Jovian;16200000;F;43810696;0;0;Hot;0;16590800;41953296;58388197
Kepler-1221 b;12000960;51940000;97909909;97909909;97909909;97909911;45737333;66254079;Superterran;82000000;K;43845410;0;0;Hot;0;18832800;42056823;97909909
Kepler-1205 b;10783904;52260000;19414221;19414221;19414221;19414221;11633125;14878838;Terran;81000000;K;43846639;0;0;Hot;0;14124600;25805743;19414221
Kepler-734 b;61048529;53260000;61910740;61910740;61910740;61910742;11443280;83326384;Neptunian;78000000;G;43861401;0;0;Hot;0;35647800;12425823;61910740
HATS-39 b;45776348;65720000;62341397;43550750;76589250;60652470;12643565;14970899;Jovian;16200000;F;43864067;0;0;Hot;0;17599700;20023164;60070000
Kepler-519 b;24307895;52600000;15793236;15793236;15793236;15793237;17598244;52180981;Superterran;80000000;K;43894651;0;0;Hot;0;20962700;50447392;15793236
Kepler-1241 b;18552570;52610000;12938146;12938146;12938146;12938146;26242049;57662616;Neptunian;80000000;K;43928040;0;0;Hot;0;26343500;74354000;12938146
Kepler-1404 b;15931474;52610000;11688891;11688891;11688891;11688891;32151056;60665771;Superterran;80000000;K;43928040;0;0;Hot;0;20065900;46838183;11688891
WASP-161 b;54060425;64000000;67300000;67300000;67300000;67300002;97044435;14219606;Jovian;17100000;F;43954239;0;0;Hot;0;12813030;79139173;67300000
Kepler-195 c;34096863;53290000;19700000;19700000;19700000;19700000;11327349;46738738;Superterran;78000000;G;43960309;0;0;Hot;0;15469800;30115750;19700000
Kepler-195 b;83078720;53290000;77000000;77000000;77000000;77000002;74144558;74759215;Superterran;78000000;G;43960309;0;0;Hot;0;20290100;47730150;77000000
Kepler-699 b;27807563;53300000;16740941;16740941;16740941;16740941;15697373;50710939;Jovian;78000000;G;43993315;0;0;Hot;0;14113390;12850612;16740941
WASP-98 b;29626404;54730000;37620000;37620000;37620000;37620001;31104004;10699143;Jovian;74000000;G;44020389;0;0;Hot;0;12824240;29303742;37620000
Kepler-67 b;15725900;53310000;11710000;11710000;11710000;11710000;32106931;60644945;Neptunian;78000000;G;44026340;0;0;Hot;0;29370200;89432821;11710000
HD 185269 b;68377600;59230000;79018979;59367000;94633000;77513660;76424215;13261257;Jovian;20000000;G;44107817;0;0;Hot;0;13760603;32100628;77000000
HD 215497 c;56794000;51100000;14359041;65382000;19101800;13239050;30807455;18047582;Jovian;85000000;K;44137741;0;0;Cold;0;12521925;10488324;12820000
HD 215497 b;39340400;51100000;50640000;42000000;58000000;50161364;17885515;92717726;Superterran;85000000;K;44137741;0;0;Hot;0;24020004;63565601;50000000
NGTS-4 b;13373508;51430000;19000000;19000000;19000000;19000000;12251975;15072887;Neptunian;84000000;K;44229631;0;0;Hot;0;31836400;20598433;19000000
Kepler-931 b;80375588;52410000;74660658;74660658;74660658;74660660;79566764;76090044;Terran;81000000;K;44352216;0;0;Hot;0;13339900;23419147;74660658
Kepler-558 b;29007905;52420000;17498203;17498203;17498203;17498204;14496389;49711844;Superterran;81000000;K;44386076;0;0;Hot;0;23653100;61925912;17498203
Kepler-46 c;57011000;53090000;27992983;27581346;28398654;27990750;56706681;39312991;Jovian;79000000;G;44421552;0;0;Hot;0;13522346;11950333;27990000
Kepler-46 b;33601340;53090000;19680984;19483200;19876800;19680247;11470049;46884369;Jovian;79000000;G;44421552;0;0;Hot;0;90576800;19069680;19680000
Kepler-46 d;67665890;53090000;67000000;67000000;67000000;67000002;98956454;80353711;Superterran;79000000;G;44421552;0;0;Hot;0;16366600;33139434;67000000
HD 156846 b;35951001;60900000;15246000;16800000;20720000;12598862;67328274;32964425;Jovian;19000000;G;44490268;0;0;Hot;0;12404760;33912248;11200000
Kepler-969 c;16829346;52140000;26924665;26924665;26924665;26924666;61418589;12682938;Terran;82000000;K;44524644;0;0;Hot;0;98648000;92556667;26924665
Kepler-969 b;34173171;52140000;20039907;20039907;20039907;20039908;11086873;46488676;Superterran;82000000;K;44524644;0;0;Hot;0;20738500;49534779;20039907
Kepler-479 b;12493413;52470000;10018356;10018356;10018356;10018356;44392546;65761608;Superterran;81000000;K;44555666;0;0;Hot;0;21186900;51366839;10018356
Kepler-916 b;32296880;52480000;18797045;18797045;18797045;18797046;12619868;48018503;Superterran;81000000;K;44589642;0;0;Hot;0;17599700;37489100;18797045
Kepler-917 b;29704144;54180000;37533371;37533371;37533371;37533372;31654590;10746179;Superterran;76000000;G;44593528;0;0;Hot;0;19057000;42910395;37533371
HATS-41 b;41936490;64240000;62509260;36146000;80454000;59405870;14191572;15191686;Jovian;17100000;F;44617270;0;0;Hot;0;14909300;30829316;58300000
K2-229 b;58426000;53150000;13100000;13100000;13100000;13100000;26002393;18192745;Terran;79000000;G;44622706;0;0;Hot;0;11434200;15711567;13100000
K2-229 c;83272700;53150000;76900000;76900000;76900000;76900002;75457641;75088031;Superterran;79000000;G;44622706;0;0;Hot;0;20290100;47730150;76900000
HIP 65891 b;10845000;50000000;28337445;24447000;31753000;28159698;57037449;39246309;Jovian;89300000;K;44655153;0;0;Hot;0;12722982;19069680;28100000
Kepler-1377 b;74092842;52180000;15235610;15235610;15235610;15235611;19240349;16873227;Terran;82000000;K;44661433;0;0;Hot;0;12555200;21128564;15235610
K2-211 b;66955800;52210000;14350352;14350352;14350352;14350353;21737320;17395880;Terran;82000000;K;44764231;0;0;Hot;0;13788300;24771268;14350352
Kepler-248 c;16239494;51900000;12300000;12300000;12300000;12300000;29600840;59425237;Neptunian;83000000;K;44783111;0;0;Hot;0;40692300;15556556;12300000
Kepler-248 b;63082050;51900000;66000000;66000000;66000000;66000002;10280788;81124402;Neptunian;83000000;K;44783111;0;0;Hot;0;30154900;93527288;66000000
Kepler-1566 b;53991524;52540000;12241079;12241079;12241079;12241079;29893694;18838217;Subterran;81000000;K;44793908;0;0;Hot;0;78470000;40755892;12241079
Kepler-327 d;13969457;37990000;90000000;90000000;90000000;90000002;55318827;39071776;Superterran;49000000;M;44808250;0;0;Hot;0;17263400;36281006;90000000
Kepler-327 c;52123330;37990000;47000000;47000000;47000000;47000001;20284405;54067399;Terran;49000000;M;44808250;0;0;Hot;0;10313200;10854299;47000000
Kepler-327 b;25495750;37990000;29000000;29000000;29000000;29000001;53279726;68831210;Terran;49000000;M;44808250;0;0;Hot;0;11097900;14117248;29000000
K2-39 b;46054300;48810000;47156075;47156075;47156075;47156077;20172581;17074000;Jovian;29700000;K;44857677;0;0;Hot;0;62776000;28604520;47156075
Kepler-1498 b;48051405;52560000;24593091;24593091;24593091;24593092;74174372;42044421;Terran;81000000;K;44862153;0;0;Hot;0;13339900;23419147;24593091
HD 26965 b;42378000;50720000;21910319;21017093;22768517;21897186;93710666;44561704;Superterran;87000000;K;44879099;0;0;Hot;0;28444746;84701163;21892805
HD 118203 b;61335000;58640000;73363500;48300000;91700000;70868659;96503410;13935339;Jovian;20600000;K;44957167;0;0;Hot;0;13158943;88674013;70000000
WASP-177 b;30717220;50170000;39570000;39570000;39570000;39570001;28715274;10487528;Jovian;89000000;K;44961942;0;0;Hot;0;17711800;16145663;39570000
Kepler-1304 b;16128885;52590000;11831835;11831835;11831835;11831835;32119380;60650823;Superterran;81000000;K;44964666;0;0;Hot;0;22868400;58478451;11831835
Kepler-279 b;12309681;63630000;11200000;11200000;11200000;11200000;35857201;11086361;Neptunian;17500000;F;44979274;0;0;Hot;0;36208300;12759345;11200000
CoRoT-3 b;42568000;67400000;57078415;57078415;57078415;57078417;13811270;15531139;Jovian;15600000;F;44996365;0;0;Hot;0;11322100;68841545;57078415
Kepler-877 b;18458471;52610000;12945327;12945327;12945327;12945327;26872362;58005793;Superterran;81000000;K;45033105;0;0;Hot;0;21186900;51366839;12945327
Kepler-896 b;14454740;52620000;50848271;50848271;50848271;50848272;17430493;29273343;Neptunian;81000000;K;45067354;0;0;Hot;0;25334600;69584217;50848271
K2-53 b;12207720;52630000;98000000;98000000;98000000;98000002;46961289;66692948;Neptunian;81000000;K;45101622;0;0;Hot;0;26007200;72749643;98000000
HD 101930 b;70460000;51080000;30181500;26700000;33300000;30045557;50430132;38091411;Jovian;86000000;K;45111691;0;0;Hot;0;10632932;79457001;30000000
HAT-P-26 b;42345200;50790000;53567421;46802353;59566632;53280682;16070138;90462801;Jovian;87000000;K;45127368;0;0;Hot;0;70623000;22247960;53184492
Kepler-5 b;35484657;62970000;53800000;53800000;53800000;53800001;15594266;16009809;Jovian;17900000;F;45136666;0;0;Hot;0;15985460;67093491;53800000
K2-276 b;18718269;51390000;12910000;12910000;12910000;12910000;27088720;58122198;Neptunian;85000000;K;45148255;0;0;Hot;0;37665600;13643414;12910000
GJ 1132 c;89290000;32700000;49335020;34748000;60452000;48044505;20708138;30133711;Terran;21000000;M;45177089;0;0;Hot;0;14318957;26411507;47600000
GJ 1132 b;16289310;32700000;15670260;11934000;18666000;15394070;19783730;53235060;Terran;21000000;M;45177089;0;0;Hot;0;11609198;16590622;15300000
PH1 b;13831700;64070000;65360654;60622960;69777040;65240236;10655585;45987213;Jovian;17300000;F;45185568;0;0;Hot;0;61767100;16876667;65200000
Kepler-1543 b;69671027;65610000;79655536;79655536;79655536;79655538;71236858;13161976;Neptunian;16500000;F;45199818;0;0;Hot;0;27128200;78153238;79655536
Kepler-258 c;33653079;49420000;19300000;19300000;19300000;19300000;12143969;47559258;Neptunian;92000000;K;45235070;0;0;Hot;0;36096200;12692350;19300000
Kepler-258 b;13197220;49420000;10300000;10300000;10300000;10300000;42638392;65102117;Neptunian;92000000;K;45235070;0;0;Hot;0;40580200;15483866;10300000
Kepler-614 b;14034915;52680000;10784228;10784228;10784228;10784228;38928137;63637164;Superterran;81000000;K;45273258;0;0;Hot;0;23877300;62925768;10784228
Kepler-1302 b;88392266;52360000;79546038;79546038;79546038;79546040;71561230;74099343;Terran;82000000;K;45280885;0;0;Hot;0;14348800;26505029;79546038
Kepler-246 c;11187161;52060000;95000000;95000000;95000000;95000002;50235910;67826355;Superterran;83000000;K;45337909;0;0;Hot;0;15021400;28648744;95000000
Kepler-246 b;46018200;52060000;52000000;52000000;52000000;52000001;16766978;91676623;Superterran;83000000;K;45337909;0;0;Hot;0;23428900;60932651;52000000
K2-191 b;28586460;51760000;38050816;38050816;38050816;38050817;31339809;10719363;Superterran;84000000;K;45375799;0;0;Hot;0;15806100;31235690;38050816
GJ 3470 b;33366496;36000000;35500000;35500000;35500000;35500001;36121629;62457808;Neptunian;55000000;M;45522282;0;0;Hot;0;45736800;13898619;35500000
Kepler-221 b;27959060;52430000;37000000;37000000;37000000;37000001;33253115;10879351;Superterran;82000000;K;45523514;0;0;Hot;0;17151300;35881927;37000000
Kepler-221 e;18369917;52430000;13000000;13000000;13000000;13000000;26936991;58040638;Neptunian;82000000;K;45523514;0;0;Hot;0;26343500;74354000;13000000
Kepler-221 d;10041560;52430000;87000000;87000000;87000000;87000002;60144688;70948665;Neptunian;82000000;K;45523514;0;0;Hot;0;27352400;79252992;87000000
Kepler-221 c;56905860;52430000;59000000;59000000;59000000;59000001;13077712;86154477;Neptunian;82000000;K;45523514;0;0;Hot;0;29258100;88854055;59000000
HD 1397 b;11535330;55210000;11315560;82165300;13723470;11058232;39129881;11194376;Jovian;23400000;G;45581787;0;0;Hot;0;11501460;13189862;10970000
WASP-139 b;59242620;53100000;62000000;62000000;62000000;62000002;11859417;84073812;Jovian;80000000;K;45587597;0;0;Hot;0;89680000;37185876;62000000
NGTS-2 b;45111640;64780000;63000000;63000000;63000000;63000002;11488654;14832426;Jovian;17000000;F;45598469;0;0;Hot;0;17879950;23519272;63000000
Kepler-819 b;33199565;52790000;19220469;19220469;19220469;19220469;12357692;47767141;Neptunian;81000000;K;45652581;0;0;Hot;0;27576600;80359058;19220469
Kepler-600 b;23675176;52790000;15221758;15221758;15221758;15221758;19703153;53675839;Neptunian;81000000;K;45652581;0;0;Hot;0;29033900;87701168;15221758
HD 15337 c;17178400;51250000;12695850;12046000;13314000;12683968;28468597;58821028;Superterran;86000000;K;45715242;0;0;Hot;0;23877300;81109706;12680000
HD 15337 b;47561500;51250000;52411410;47502000;56898000;52252995;16845584;91644114;Superterran;86000000;K;45715242;0;0;Hot;0;16366600;75102757;52200000
Kepler-1134 b;17132640;52810000;12269274;12269274;12269274;12269274;30372858;59808970;Neptunian;81000000;K;45721804;0;0;Hot;0;26455600;74891982;12269274
Kepler-1541 b;84069120;52820000;76930763;76930763;76930763;76930765;77312940;75545388;Terran;81000000;K;45756445;0;0;Hot;0;11546300;16270695;76930763
Kepler-1173 b;76985360;52520000;15629597;15629597;15629597;15629598;18763751;16767751;Terran;82000000;K;45836898;0;0;Hot;0;88559000;62873346;15629597
Kepler-1010 b;34268571;52530000;19630877;19630877;19630877;19630878;11903277;47321831;Superterran;82000000;K;45871818;0;0;Hot;0;23204700;59945993;19630877
tau Cet f;63613000;53440000;13510752;11205600;15474400;13383052;26158962;18131867;Terran;79299998;G;45951617;0;0;Cold;0;18099732;39315324;13340000
tau Cet h;49410000;53440000;24942735;18711000;29889000;24463546;79963231;42409232;Terran;79299998;G;45951617;0;0;Hot;0;11932461;18306893;24300000
tau Cet g;20000000;53440000;13323940;12502000;14098000;13305994;26024396;57503789;Terran;79299998;G;45951617;0;0;Hot;0;11785648;17512323;13300000
Kepler-1553 b;42426188;52880000;48574149;48574149;48574149;48574150;19481126;95180597;Terran;81000000;K;45964704;0;0;Hot;0;11546300;16270695;48574149
Kepler-642 b;44174586;65700000;58929654;58929654;58929654;58929655;13246420;15369847;Neptunian;16600000;F;46000897;0;0;Hot;0;29033900;87701168;58929654
