P_NAME;P_PERIOD;S_TEMPERATURE;P_DISTANCE;P_PERIASTRON;P_APASTRON;P_DISTANCE_EFF;P_FLUX;P_TEMP_EQUIL;P_TYPE;S_RADIUS_EST;S_TYPE_TEMP;S_LUMINOSITY;P_HABZONE_OPT;P_HABZONE_CON;P_TYPE_TEMP;P_HABITABLE;P_RADIUS_EST;P_MASS_EST;P_SEMI_MAJOR_AXIS_EST
CFBDSIR J145829+101343 b;10037500;58050000;26000000;26000000;26000000;26000001;1.5688472;50703749;Jovian;10209745;;10.605407;0;0;Cold;0;12413529;33371940;26000000
HATS-59 b;54160810;56700000;61628549;53235520;69004480;61247847;27037393;10298439;Jovian;10400000;G;10015844;0;0;Hot;0;12622460;25616937;61120000
HATS-59 c;14220000;56700000;25126250;22961680;27118320;25061615;16029501;16099496;Jovian;10400000;G;10015844;0;0;Cold;0;12310061;40364156;25040000
K2-154 c;79548600;40970000;67700000;67700000;67700000;67700002;21860307;55088250;Superterran;63000000;M;10019213;0;0;Hot;0;20738500;49534779;67700000
K2-154 b;36762600;40970000;40500000;40500000;40500000;40500001;61083450;71223908;Superterran;63000000;M;10019213;0;0;Hot;0;19953800;46394796;40500000
NGC 2682 YBP 1194 b;69590000;57800000;74776338;50089413;93023196;72386155;20535471;94764888;Jovian;10015222;G;10030467;0;0;Hot;0;12297015;10170496;71556305
WASP-5 b;16284279;57000000;26719277;25685400;27714600;26704826;14084900;15603272;Jovian;10300000;G;10033732;0;0;Hot;0;12185270;50216824;26700000
HAT-P-23 b;12128800;59050000;18670258;16516604;20599361;18586164;29328693;18705861;Jovian;96000000;G;10039468;0;0;Hot;0;12218900;42588952;18557982
K2-218 b;86798850;57570000;83994073;83994073;83994073;83994075;14230463;87993313;Neptunian;10100000;G;10039598;0;0;Hot;0;25670900;71159697;83994073
Kepler-1588 b;78493174;58170000;76235028;76235028;76235028;76235029;17300003;92396698;Subterran;99000000;G;10054380;0;0;Hot;0;76228000;36733988;76235028
Kepler-1297 b;16818900;58180000;27579497;27579497;27579497;27579497;13227605;15364386;Terran;99000000;G;10061295;0;0;Hot;0;97527000;88841861;27579497
Kepler-611 b;24370333;57610000;35551477;35551477;35551477;35551478;79654002;13534643;Superterran;10100000;G;10067529;0;0;Hot;0;16478700;33525722;35551477
HD 133131 B b;57690000;58050000;72942075;23985000;99015000;64787989;33595787;10026347;Jovian;99481282;G;10068860;0;0;Cold;0;13222642;79457001;61500000
Kepler-893 b;63385576;58200000;67014665;67014665;67014665;67014667;22434235;98599049;Neptunian;99000000;G;10075137;0;0;Hot;0;30267000;94118347;67014665
Kepler-1073 c;40258225;57920000;49516047;49516047;49516047;49516049;41125474;11472885;Superterran;10000000;G;10083304;0;0;Hot;0;16366600;33139434;49516047
Kepler-1073 b;86788859;57920000;82632751;82632751;82632751;82632753;14767209;88811564;Superterran;10000000;G;10083304;0;0;Hot;0;22980500;58965974;82632751
HD 9446 c;19290000;57930000;65517720;61476000;69324000;65429473;23633628;31567042;Jovian;10000000;G;10090269;0;0;Hot;0;13408631;57844697;65400000
HD 9446 b;30052000;57930000;19278000;15120000;22680000;18995766;28829927;58585778;Jovian;10000000;G;10090269;0;0;Hot;0;13984382;22247960;18900000
Kepler-10 b;83749100;56270000;17200000;17200000;17200000;17200000;34115453;19470751;Terran;10600000;G;10092716;0;0;Hot;0;14797200;46085060;17200000
Kepler-10 c;45294301;56270000;24092715;24092715;24092715;24092716;17387476;52024037;Neptunian;10600000;G;10092716;0;0;Hot;0;23541000;17162712;24092715
HD 31527 c;51205300;58980000;26651304;25564800;27695200;26635329;14255555;49489215;Neptunian;96524045;G;10101334;0;0;Hot;0;38472502;14143346;26630000
HD 31527 b;16553500;58980000;12602700;11286000;13794000;12555728;64560380;72080644;Neptunian;96524045;G;10101334;0;0;Hot;0;32202885;10456541;12540000
HD 158038 b;52100000;48600000;15630750;10650000;19350000;15162221;47005882;36904404;Jovian;45000000;K;10121823;0;0;Hot;0;13511426;48627684;15000000
WASP-37 b;35774690;58000000;44600000;44600000;44600000;44600001;50971909;12105358;Jovian;10000000;G;10139128;0;0;Hot;0;13003600;57209041;44600000
K2-181 b;68942560;56080000;70600000;70600000;70600000;70600002;20355361;96230915;Neptunian;10700000;G;10145845;0;0;Hot;0;28361300;84279728;70600000
HD 45184 b;58854000;58690000;64557780;59892000;68908000;64439509;24528840;10073127;Neptunian;97705387;G;10148039;0;0;Hot;0;35272601;12204595;64400000
HD 45184 c;13135400;58690000;11026950;10230000;11770000;11006748;84074322;77074536;Superterran;97705387;G;10148039;0;0;Hot;0;29099598;88038357;11000000
Kepler-1441 b;39441984;58020000;22671595;22671595;22671595;22671595;19753106;53709828;Terran;10000000;G;10153121;0;0;Hot;0;13115700;22754822;22671595
Kepler-573 b;22183297;57460000;15395910;15395910;15395910;15395910;42868745;65189868;Neptunian;10200000;G;10161352;0;0;Hot;0;27912900;82029943;15395910
Kepler-1629 b;38759581;57760000;48439843;48439843;48439843;48439844;43354550;11625284;Subterran;10100000;G;10172791;0;0;Hot;0;77349000;38707286;48439843
K2-223 c;45632700;58350000;54900000;54900000;54900000;54900001;33773634;10921678;Superterran;99000000;G;10179407;0;0;Hot;0;15694000;30860510;54900000
K2-223 b;50565000;58350000;12700000;12700000;12700000;12700000;63112449;22707727;Terran;99000000;G;10179407;0;0;Hot;0;88559000;62873346;12700000
HD 178911 B b;71484000;55880000;34205700;30260000;37740000;34051631;88684438;43864824;Jovian;10800000;G;10189708;0;0;Hot;0;12560882;25521589;34000000
Kepler-1573 b;26157554;58080000;37269030;37269030;37269030;37269031;73400479;13260797;Terran;10000000;G;10195184;0;0;Hot;0;11994700;18651456;37269030
Kepler-1258 b;98494017;58390000;19304616;19304616;19304616;19304617;27389909;18430731;Terran;99000000;G;10207348;0;0;Hot;0;86317000;57352358;19304616
Kepler-664 b;25255933;57540000;36407620;36407620;36407620;36407621;77087480;13424276;Neptunian;10200000;G;10218059;0;0;Hot;0;26567700;75431552;36407620
Kepler-1220 b;74269374;58420000;74481669;74481669;74481669;74481671;18437687;93879663;Superterran;99000000;G;10228342;0;0;Hot;0;15245600;29378483;74481669
HD 180053 b;21372000;51310000;84576546;77471700;91128300;84369287;14451836;49612364;Jovian;40600000;K;10236436;0;0;Hot;0;13298822;69731464;84300000
BD+15 2940 b;13748000;47960000;55721820;39886000;67914000;54365898;36514163;10992378;Jovian;14700000;K;10243303;0;0;Hot;0;13703559;35278908;53900000
HD 168746 b;64040000;55700000;70423500;62300000;77700000;70106300;21038262;96807052;Jovian;10900000;G;10246190;0;0;Hot;0;11126015;85813561;70000000
Kepler-1386 b;67397238;57330000;70275565;70275565;70275565;70275567;20791325;96742087;Terran;10300000;G;10268118;0;0;Hot;0;12443100;20809278;70275565
HD 98649 b;60229725;57900000;89995860;91980000;12220200;74197859;46633114;94158740;Jovian;10100000;G;10271779;0;0;Cold;0;12653927;21580521;65700000
Kepler-1394 b;39376637;64810000;57537358;57537358;57537358;57537360;31048259;19017535;Terran;25500000;F;10278674;0;0;Hot;0;13900400;25114160;57537358
HATS-63 b;30566527;56270000;40632324;34784640;45735360;40353656;64042796;12771574;Jovian;10700000;G;10284042;0;0;Hot;0;13530470;30511488;40260000
K2-60 b;30026500;55000000;45000000;45000000;45000000;45000001;50786750;12094350;Jovian;11200000;G;10284317;0;0;Hot;0;76564300;13539473;45000000
Kepler-1016 b;19545243;58210000;30484705;30484705;30484705;30484706;11069170;14695138;Superterran;10000000;G;10286770;0;0;Hot;0;21747400;53695230;30484705
Kepler-1016 c;10565514;58210000;43582793;43582793;43582793;43582794;54156293;38864863;Neptunian;10000000;G;10286770;0;0;Hot;0;36768800;13096490;43582793
Kepler-1427 b;96897238;57930000;19223137;19223137;19223137;19223138;27854604;18508412;Terran;10100000;G;10293084;0;0;Hot;0;10985800;13612778;19223137
Kepler-215 e;68161010;57390000;31400000;31400000;31400000;31400001;10458001;45814936;Superterran;10300000;G;10311171;0;0;Hot;0;17487600;37084594;31400000
Kepler-215 d;30864423;57390000;18500000;18500000;18500000;18500000;30127600;59687865;Superterran;10300000;G;10311171;0;0;Hot;0;23877300;62925768;18500000
Kepler-215 c;14667108;57390000;11300000;11300000;11300000;11300000;80751595;76371740;Superterran;10300000;G;10311171;0;0;Hot;0;17711800;37895405;11300000
Kepler-215 b;93606720;57390000;84000000;84000000;84000000;84000002;14613338;88579304;Superterran;10300000;G;10311171;0;0;Hot;0;16254500;32754986;84000000
Kepler-534 b;15959945;58840000;12606473;12606473;12606473;12606473;64899936;72311268;Superterran;98000000;G;10314103;0;0;Hot;0;22420000;56545043;12606473
Kepler-1419 b;42521589;57960000;23916063;23916063;23916063;23916064;18032898;52500240;Neptunian;10100000;G;10314422;0;0;Hot;0;28585500;85413990;23916063
Kepler-780 b;67737516;57690000;15141521;15141521;15141521;15141521;45035204;20870504;Terran;10200000;G;10325026;0;0;Hot;0;88559000;62873346;15141521
K2-12 b;82821200;58000000;80200000;80200000;80200000;80200002;16080318;90723243;Superterran;10100000;F;10342925;0;0;Hot;0;23316800;60438495;80200000
Kepler-11 g;11838070;56630000;47124250;39610000;53590000;46732045;48223242;37593190;Neptunian;10600000;G;10353487;0;0;Hot;0;33293700;25108412;46600000
Kepler-11 f;46688800;56630000;25002113;24675000;25325000;25000531;16566978;51397495;Superterran;10600000;G;10353487;0;0;Hot;0;24886200;19069680;25000000
Kepler-11 e;31999600;56630000;19501404;19266000;19734000;19500354;27230065;58196293;Neptunian;10600000;G;10353487;0;0;Hot;0;41925400;79457001;19500000
Kepler-11 d;22684500;56630000;15500124;15438000;15562000;15500032;43094982;65275511;Neptunian;10600000;G;10353487;0;0;Hot;0;31163800;73100441;15500000
Kepler-11 c;13024100;56630000;10703617;10421800;10978200;10700905;90461942;78560874;Neptunian;10600000;G;10353487;0;0;Hot;0;28697600;28604520;10700000
Kepler-11 b;10303900;56630000;91092138;86905000;95095000;91023053;12515379;85180635;Superterran;10600000;G;10353487;0;0;Hot;0;18048100;19069680;91000000
Kepler-1129 c;76536959;58310000;35271482;35271482;35271482;35271483;83255588;43276114;Neptunian;10000000;G;10357640;0;0;Hot;0;27352400;79252992;35271482
Kepler-1129 b;24339780;58310000;16433144;16433144;16433144;16433145;38354778;63401536;Neptunian;10000000;G;10357640;0;0;Hot;0;29594400;90594978;16433144
Kepler-51 d;13019400;60180000;50901629;50492800;51307200;50900412;40080342;36047283;Jovian;94000000;F;10383723;0;0;Hot;0;96966500;76278721;50900000
Kepler-51 c;85312000;60180000;38403763;37862400;38937600;38400945;70426029;41501351;Jovian;94000000;F;10383723;0;0;Hot;0;90016300;41317640;38400000
Kepler-51 b;45154000;60180000;25160112;24134400;26145600;25145031;16442591;51286977;Jovian;94000000;F;10383723;0;0;Hot;0;70959300;22247960;25140000
Kepler-622 b;14282267;42010000;99258486;99258486;99258486;99258488;10539591;45904033;Superterran;61000000;K;10383865;0;0;Hot;0;21299000;51829123;99258486
Kepler-926 b;52068860;58060000;27373820;27373820;27373820;27373821;13860174;49157194;Superterran;10100000;G;10385790;0;0;Hot;0;23092600;59455152;27373820
Kepler-1068 b;16923441;58060000;12940244;12940244;12940244;12940245;62023258;71496298;Neptunian;10100000;G;10385790;0;0;Hot;0;36320400;12826485;12940244
Kepler-588 b;42216254;58350000;51278637;51278637;51278637;51278638;39498368;11357682;Neptunian;10000000;G;10386090;0;0;Hot;0;26343500;74354000;51278637
Kepler-98 b;15416800;55390000;26024602;26024602;26024602;26024603;15342349;15944756;Superterran;11100000;G;10391065;0;0;Hot;0;19953800;34961080;26024602
HAT-P-55 b;35852467;58080000;46484769;39640440;52439560;46151906;49545448;11975938;Jovian;10100000;G;10400107;0;0;Hot;0;13250220;18497590;46040000
Kepler-603 c;12790758;58080000;49836502;49836502;49836502;49836504;41873833;36444382;Jovian;10100000;G;10400107;0;0;Hot;0;65018000;34470737;49836502
Kepler-657 b;24543504;58080000;16579614;16579614;16579614;16579614;37834589;63185462;Neptunian;10100000;G;10400107;0;0;Hot;0;35199400;12161625;16579614
Kepler-603 b;21053586;58080000;14968125;14968125;14968125;14968126;46419772;66499849;Neptunian;10100000;G;10400107;0;0;Hot;0;26455600;74891982;14968125
Kepler-603 d;62171292;58080000;66375826;66375826;66375826;66375828;23605757;99861801;Terran;10100000;G;10400107;0;0;Hot;0;13227800;23086002;66375826
Kepler-1099 b;21684526;58370000;32888946;32888946;32888946;32888947;96149605;14186713;Neptunian;10000000;G;10400337;0;0;Hot;0;28249200;83714933;32888946
HD 150706 b;58940000;59610000;71837400;41540000;92460000;68270897;25108606;98526717;Jovian;96000000;G;10425757;0;0;Cold;0;13175798;86131389;67000000
Kepler-283 b;11008151;43510000;82000000;82000000;82000000;82000002;15515543;50563445;Superterran;57000000;K;10432651;0;0;Hot;0;21299000;51829123;82000000
Kepler-454 b;10570000;57010000;89268696;89268696;89268696;89268699;13094021;86181325;Superterran;10500000;G;10434494;0;0;Hot;0;23541000;63565601;89268696
Kepler-1500 b;15033010;58450000;11918096;11918096;11918096;11918096;73622908;74627373;Terran;10000000;G;10457472;0;0;Hot;0;11994700;18651456;11918096
HD 202206 c;12600000;57600000;24683220;18798000;29402000;24248175;18466803;16546976;Jovian;10300000;G;10462923;0;0;Cold;0;12125567;56891213;24100000
Kepler-1637 b;61096032;57890000;65824103;65824103;65824103;65824105;24162023;10044498;Terran;10200000;G;10468952;0;0;Hot;0;88559000;62873346;65824103
HD 7449 b;12555000;60240000;33872160;19040000;45696000;27626029;47170239;15505654;Jovian;94209467;G;10471710;0;0;Cold;0;14183048;16145663;23800000
Kepler-608 b;64125150;58200000;67534935;67534935;67534935;67534937;22991450;99205671;Neptunian;10100000;G;10486325;0;0;Hot;0;36432500;12893769;67534935
Kepler-879 b;33385594;57920000;20421252;20421252;20421252;20421252;25155820;57056421;Neptunian;10200000;G;10490669;0;0;Hot;0;25670900;71159697;20421252
Kepler-1619 b;23622591;58520000;16108728;16108728;16108728;16108729;40493321;64267404;Subterran;10000000;G;10507658;0;0;Hot;0;76228000;36733988;16108728
Kepler-294 b;37012120;59130000;48000000;48000000;48000000;48000001;45655157;11776531;Superterran;98000000;G;10518948;0;0;Hot;0;17711800;37895405;48000000
Kepler-294 c;66264000;59130000;71000000;71000000;71000000;71000002;20866789;96829751;Neptunian;98000000;G;10518948;0;0;Hot;0;27128200;78153238;71000000
Kepler-1464 c;53278629;58280000;60082082;60082082;60082082;60082083;29209197;10532339;Terran;10100000;G;10544101;0;0;Hot;0;99769000;96382171;60082082
Kepler-1464 b;31778590;58280000;19760566;19760566;19760566;19760566;27002925;58076123;Superterran;10100000;G;10544101;0;0;Hot;0;16590800;33913851;19760566
WASP-97 b;20727600;56400000;33612661;33612661;33612661;33612662;93593736;14091480;Jovian;10800000;G;10574323;0;0;Hot;0;12779400;43224608;33612661
Kepler-1525 b;24166012;57480000;36039116;36039116;36039116;36039117;81446815;13610166;Terran;10400000;G;10578458;0;0;Hot;0;90801000;68767595;36039116
Kepler-1092 b;58601793;58620000;29421303;29421303;29421303;29421304;12222164;47635632;Superterran;10000000;G;10579665;0;0;Hot;0;20738500;49534779;29421303
Kepler-1149 b;37308990;58330000;47378932;47378932;47378932;47378933;47133399;11870721;Terran;10100000;G;10580332;0;0;Hot;0;14348800;26505029;47378932
HATS-29 b;46058749;56700000;55433390;46099500;63400500;54922268;35818704;11031074;Jovian;10700000;G;10602016;0;0;Hot;0;14023710;20754169;54750000
KOI-1257 b;86647661;55200000;49583294;87096000;67690400;41846336;11451855;39982197;Jovian;11300000;G;10621891;0;0;Hot;0;10537400;46085060;38200000
Kepler-1645 b;16177956;58120000;12598690;12598690;12598690;12598690;67010157;72892034;Superterran;10200000;G;10636320;0;0;Hot;0;17823900;38303511;12598690
Kepler-178 d;96678988;56760000;39700000;39700000;39700000;39700001;67553015;41072969;Neptunian;10700000;G;10646963;0;0;Hot;0;39459200;14764686;39700000
Kepler-178 c;20552802;56760000;14200000;14200000;14200000;14200000;52801840;68676345;Neptunian;10700000;G;10646963;0;0;Hot;0;28809700;86554470;14200000
Kepler-178 b;95766940;56760000;85000000;85000000;85000000;85000002;14736281;88765026;Neptunian;10700000;G;10646963;0;0;Hot;0;29033900;87701168;85000000
Kepler-66 b;17815815;59620000;13520000;13520000;13520000;13520000;58270215;70389287;Neptunian;97000000;G;10651236;0;0;Hot;0;28025000;82590046;13520000
Kepler-1560 b;30319574;58150000;41259599;41259599;41259599;41259600;62609156;12743959;Terran;10200000;G;10658298;0;0;Hot;0;88559000;62873346;41259599
Kepler-1077 b;34351187;58160000;20813133;20813133;20813133;20813134;24621338;56750909;Neptunian;10200000;G;10665632;0;0;Hot;0;27688700;80914450;20813133
Kepler-173 b;42637420;60310000;48000000;48000000;48000000;48000001;46431284;11826264;Terran;95000000;F;10697768;0;0;Hot;0;12891500;22098374;48000000
Kepler-173 c;80057770;60310000;74000000;74000000;74000000;74000002;19535734;95247227;Superterran;95000000;F;10697768;0;0;Hot;0;24325700;64945178;74000000
HD 47186 b;40845000;56570000;50040000;48000000;52000000;50010006;42843859;11587418;Neptunian;10800000;G;10702392;0;0;Hot;0;50237627;22247960;50000000
HD 47186 c;13536000;56570000;24692462;17986450;29913550;24139509;19264984;16678267;Jovian;10800000;G;10702392;0;0;Cold;0;12976809;11143368;23950000
Kepler-773 b;37491001;58500000;47841562;47841562;47841562;47841563;46767500;11847615;Terran;10100000;G;10704216;0;0;Hot;0;14348800;26505029;47841562
HD 133131 A c;35680000;57990000;50290245;22899000;66901000;46367656;61031435;12040471;Jovian;10288728;G;10725671;0;0;Cold;0;14302258;13348776;44900000
Wolf 1061 d;21721000;33420000;54108750;21150000;72850000;48984057;58219704;11718634;Superterran;31000000;M;10740829;0;0;Cold;0;26893699;77009725;47000000
Wolf 1061 b;48869000;33420000;37921875;31875000;43125000;37606260;77253275;42293566;Terran;31000000;M;10740829;0;0;Hot;0;12074749;19101463;37500000
Kepler-157 b;17323420;57740000;28000000;28000000;28000000;28000001;13738723;15510704;Terran;10400000;G;10771159;0;0;Hot;0;13227800;23086002;28000000
Kepler-157 c;13540500;57740000;11000000;11000000;11000000;11000000;89017844;78255375;Superterran;10400000;G;10771159;0;0;Hot;0;22420000;56545043;11000000
Kepler-59 c;17980124;60740000;13605540;13605540;13605540;13605541;58211920;70371675;Jovian;94000000;F;10775651;0;0;Hot;0;19841700;43542436;13605540
Kepler-59 b;11868171;60740000;10314382;10314382;10314382;10314382;10128779;80822855;Jovian;94000000;F;10775651;0;0;Hot;0;10985800;65154741;10314382
Kepler-1426 b;14256323;58310000;11580162;11580162;11580162;11580162;80358513;76278630;Superterran;10200000;G;10776089;0;0;Hot;0;15581900;30487196;11580162
HD 79498 b;18070000;57480000;34726313;12665000;46935000;31190941;14841131;14699896;Jovian;10500000;G;10782868;0;0;Cold;0;13590486;42588952;29800000
K2-287 b;14893291;56950000;13437759;62953200;17824680;12433460;84462519;73638798;Jovian;10700000;G;10790240;0;0;Hot;0;94948700;10011582;12060000
HD 240237 b;74570001;39260000;20736000;11520000;26880000;19605833;31964920;10430526;Jovian;71230000;K;10799800;0;0;Hot;0;12189282;50502870;19200000
Kepler-1431 b;58660153;58060000;64271350;64271350;64271350;64271352;26147874;10244812;Terran;10300000;G;10801180;0;0;Hot;0;14685100;27568324;64271350
Kepler-287 c;44851896;58060000;24600000;24600000;24600000;24600001;17848471;52365489;Neptunian;10300000;K;10801180;0;0;Hot;0;32621100;10688141;24600000
Kepler-287 b;20342199;58060000;14500000;14500000;14500000;14500000;51373034;68206963;Superterran;10300000;K;10801180;0;0;Hot;0;23316800;60438495;14500000
Kepler-1457 b;51111024;58660000;27037078;27037078;27037078;27037079;14804036;49973520;Superterran;10100000;G;10821803;0;0;Hot;0;19953800;46394796;27037078
Kepler-782 b;15868533;58670000;56965179;56965179;56965179;56965180;33371584;34434130;Neptunian;10100000;G;10829184;0;0;Hot;0;32060600;10378222;56965179
HD 167042 b;42077000;49430000;13252279;12025200;14374800;13213105;62410135;40207910;Jovian;45000000;K;10831189;0;0;Hot;0;13448934;54030760;13200000
Kepler-1417 b;20350521;58390000;14681147;14681147;14681147;14681147;50271625;67838407;Terran;10200000;G;10835349;0;0;Hot;0;99769000;96382171;14681147
Kepler-966 b;99747622;58400000;42362151;42362151;42362151;42362152;60420508;39943030;Neptunian;10200000;G;10842773;0;0;Hot;0;41252800;15922101;42362151
KELT-23 A b;22552510;58990000;33020000;33020000;33020000;33020001;99505731;14308923;Jovian;10000000;G;10849313;0;0;Hot;0;14830830;29812267;33020000
WASP-36 b;15373660;59590000;26770000;26770000;26770000;26770001;15140409;15892028;Jovian;98000000;G;10850115;0;0;Hot;0;14875670;75039191;26770000
Kepler-500 b;85083244;58130000;82086608;82086608;82086608;82086610;16107190;90761121;Neptunian;10300000;G;10853364;0;0;Hot;0;25783000;71688075;82086608
Kepler-180 c;41885775;57310000;22900000;22900000;22900000;22900001;20708615;54347888;Neptunian;10600000;G;10859805;0;0;Hot;0;30154900;93527288;22900000
Kepler-180 b;13817124;57310000;10900000;10900000;10900000;10900000;91404803;78774774;Superterran;10600000;G;10859805;0;0;Hot;0;15021400;28648744;10900000
Kepler-1176 b;24173858;58440000;16412724;16412724;16412724;16412724;40361610;64215080;Superterran;10200000;G;10872510;0;0;Hot;0;24549900;65964694;16412724
Kepler-1562 b;64273775;57600000;31603281;31603281;31603281;31603282;10886614;46277311;Neptunian;10500000;G;10873195;0;0;Hot;0;35535700;12359554;31603281
HD 33142 c;83400000;49780000;19464169;18467876;20411863;19445952;28865901;33192302;Jovian;44500000;K;10895025;0;0;Hot;0;12725789;18974332;19439869
HD 33142 b;32600000;49780000;10723305;99938000;11406200;10705836;95369310;44734407;Jovian;44500000;K;10895025;0;0;Hot;0;13570748;44019178;10700000
BD-06 1339 b;38728000;43240000;42800000;42800000;42800000;42800001;59571932;70779148;Superterran;59026756;K;10912625;0;0;Hot;0;28664188;85813561;42800000
Kepler-315 b;96101141;57960000;40200000;40200000;40200000;40200001;67673202;41091225;Neptunian;10400000;G;10936260;0;0;Hot;0;37665600;13643414;40200000
Kepler-1204 b;85735028;58250000;38420309;38420309;38420309;38420310;74135311;42038885;Neptunian;10300000;G;10943262;0;0;Hot;0;30491200;95305061;38420309
Kepler-1365 c;47746800;57700000;55480334;55480334;55480334;55480336;35570696;11064149;Subterran;10500000;G;10948900;0;0;Hot;0;79591000;42881536;55480334
Kepler-1365 b;76999348;57700000;76295851;76295851;76295851;76295853;18809127;94348950;Terran;10500000;G;10948900;0;0;Hot;0;91922000;71859407;76295851
Kepler-898 b;58706191;42230000;55157335;55157335;55157335;55157336;36003921;62406864;Terran;62000000;K;10953587;0;0;Hot;0;14909300;28286707;55157335
Kepler-328 c;71312000;59140000;34733527;34733527;34733527;34733528;90848165;44230714;Neptunian;10000000;G;10960085;0;0;Hot;0;54032200;39410672;34733527
Kepler-328 b;34921000;59140000;21579013;21579013;21579013;21579014;23536982;56115470;Neptunian;10000000;G;10960085;0;0;Hot;0;22980500;28604520;21579013
Kepler-950 b;98718041;58570000;42070143;42070143;42070143;42070144;61978621;40198087;Jovian;10200000;G;10969577;0;0;Hot;0;89792100;59633297;42070143
Kepler-870 b;21358762;58570000;15112422;15112422;15112422;15112423;48031012;67069542;Neptunian;10200000;G;10969577;0;0;Hot;0;27800800;81471405;15112422
Kepler-387 b;67916360;57740000;68000000;68000000;68000000;68000002;23744145;10000784;Terran;10500000;G;10979293;0;0;Hot;0;10313200;10854299;68000000
Kepler-387 c;11837549;57740000;98000000;98000000;98000000;98000002;11432000;83305843;Terran;10500000;G;10979293;0;0;Hot;0;88559000;62873346;98000000
Kepler-843 b;20538798;58300000;31824356;31824356;31824356;31824357;10842216;14619228;Neptunian;10300000;G;10980884;0;0;Hot;0;25895100;72218056;31824356
Kepler-810 b;45972539;58030000;54632904;54632904;54632904;54632905;36817733;11159871;Superterran;10400000;G;10989188;0;0;Hot;0;19281200;43771005;54632904
HD 107148 b;48056000;57970000;26933625;25555000;28245000;26908417;15218038;50295688;Jovian;10425788;G;10998151;0;0;Hot;0;95951891;66743881;26900000
HATS-53 b;38537768;56440000;50118009;31845100;63214900;48201388;51584971;11884219;Jovian;11000000;G;11000743;0;0;Hot;0;15021400;18910766;47530000
HAT-P-43 b;33326870;56450000;44300000;44300000;44300000;44300001;56094767;12398681;Jovian;11000000;F;11008542;0;0;Hot;0;14360010;21040214;44300000
Kepler-855 b;78866311;58350000;78291807;78291807;78291807;78291809;17976035;93286411;Jovian;10300000;G;11018603;0;0;Hot;0;83514500;52728897;78291807
HD 217107 c;42700000;56220000;60309887;25695600;80704400;55156562;45520639;11116570;Jovian;11100000;G;11028031;0;0;Cold;0;13199843;82635281;53200000
HD 217107 b;71268200;56220000;80676000;69600000;90400000;80169958;17378774;92206934;Jovian;11100000;G;11028031;0;0;Hot;0;13608620;41317640;80000000
Kepler-17 b;14857108;57810000;25911568;25624990;26195010;25910393;16435033;16221003;Jovian;10500000;G;11032632;0;0;Hot;0;14685100;77867861;25910000
Kepler-1538 b;17513882;58370000;61855303;61855303;61855303;61855304;28838190;33199910;Neptunian;10300000;G;11033718;0;0;Hot;0;28249200;83714933;61855303
Kepler-1456 b;18137383;42310000;11639991;11639991;11639991;11639991;81458959;43040730;Terran;62000000;K;11036824;0;0;Hot;0;11434200;15711567;11639991
WASP-85 A b;26556777;61120000;39000000;39000000;39000000;39000001;72635432;13226107;Jovian;94000000;G;11047849;0;0;Hot;0;13900400;40205242;39000000
Kepler-929 b;92103214;58690000;18583743;18583743;18583743;18583743;32024256;19165258;Terran;10200000;G;11059753;0;0;Hot;0;11097900;14117248;18583743
WASP-47 b;41591289;55520000;51269087;51269087;51269087;51269088;42090590;11539611;Jovian;11400000;G;11063593;0;0;Hot;0;12633670;36309625;51269087
HD 190360 b;29150369;55520000;41607585;27393000;52007000;40192654;73833758;13033037;Jovian;11400000;G;11063593;0;0;Cold;0;13507553;48945512;39700000
WASP-47 e;78959200;55520000;16935154;16935154;16935154;16935154;38576062;20078182;Superterran;11400000;G;11063593;0;0;Hot;0;18048100;68301238;16935154
HD 190360 c;17111000;55520000;13406222;99495200;16130480;13133289;66972094;72099493;Neptunian;11400000;G;11063593;0;0;Hot;0;45877261;19069680;13040000
WASP-47 d;90307700;55520000;85976498;84764520;87171626;85970188;14971467;89113812;Neptunian;11400000;G;11063593;0;0;Hot;0;35759900;13100870;85968073
L 98-59 d;74508600;33670000;53040000;41600000;62400000;52263482;41767857;36144471;Superterran;31000000;M;11065843;0;0;Hot;0;15694000;30860510;52000000
L 98-59 c;36906210;33670000;32531220;29484000;35316000;32432893;10584261;45882618;Terran;31000000;M;11065843;0;0;Hot;0;13452000;23754251;32400000
L 98-59 b;22531400;33670000;23416500;20970000;25630000;23329223;20485901;54099208;Subterran;31000000;M;11065843;0;0;Hot;0;79591000;42881536;23300000
Kepler-789 b;86384772;58700000;82649738;82649738;82649738;82649740;16201620;90893854;Superterran;10200000;G;11067293;0;0;Hot;0;21186900;51366839;82649738
Kepler-1155 b;33469743;58420000;20522183;20522183;20522183;20522184;26288280;57687996;Superterran;10300000;G;11071572;0;0;Hot;0;20290100;47730150;20522183
HATS-8 b;35838930;56790000;49969009;29122080;64217920;47535787;54859520;11986485;Jovian;10900000;G;11072077;0;0;Hot;0;97863300;43860264;46670000
HD 117207 b;26217500;57320000;38336729;31924410;43815590;37987642;78182554;13408926;Jovian;10700000;G;11073398;0;0;Cold;0;13375275;61213673;37870000
Kepler-1091 b;14347416;58510000;24972716;24972716;24972716;24972717;17862898;16562767;Terran;10300000;G;11139956;0;0;Hot;0;14573000;27211983;24972716
